ID,Název,Zeměpisná šířka,Zeměpisná délka
2804,Kladno,u kostela,50.1406822,14.0702906
2804,Kladno,u kostela,50.14088,14.0710745
3042,Kladno,u kostela,50.1406822,14.0702906
3042,Kladno,u kostela,50.14088,14.0710745
2802,Kladno,u nemocnice,50.1425629,14.0881653
2802,Kladno,u nemocnice,50.1426277,14.0877209
2803,Kladno,žel.zast.město,50.14065,14.081315
2803,Kladno,žel.zast.město,50.1410141,14.0825462
2803,Kladno,žel.zast.město,50.1409264,14.0832739
2803,Kladno,žel.zast.město,50.14106,14.0825939
3043,Kladno,žel.zast.město,50.1409645,14.0832033
3043,Kladno,žel.zast.město,50.14106,14.0825939
636,Kladruby,50.6119576,13.8314066
636,Kladruby,50.61085,13.82939
635,Kladruby,náves,50.6144524,13.8264942
635,Kladruby,náves,50.6144524,13.8264942
637,Klapý,50.433857,14.0042648
637,Klapý,50.4344635,14.00393
2123,Kleneč,0.0,0.0
2123,Kleneč,0.0,0.0
2123,Kleneč,50.3942947,14.2468691
2123,Kleneč,50.3942947,14.2468691
2124,Klobuky v Čechách,50.29829,13.9966049
2124,Klobuky v Čechách,50.29829,13.9966049
3056,Klobuky,Kobylníky,I,50.28826,13.9993954
3056,Klobuky,Kobylníky,I,50.2883,13.9994068
655,Klobuky,Kokovice,50.2964935,13.96473
655,Klobuky,Kokovice,50.2964935,13.96473
654,Klobuky,Kokovice,u mlýna,50.29628,13.9705286
654,Klobuky,Kokovice,u mlýna,50.29628,13.9705286
656,Klobuky,ObÚ,50.2938347,13.989296
656,Klobuky,ObÚ,50.2939644,13.9891472
3058,Klobuky,Páleček,50.2926941,14.03039
3058,Klobuky,Páleček,50.2928429,14.03055
3055,Klobuky,cukrovar,50.2906647,13.9916553
3055,Klobuky,cukrovar,50.29067,13.9918528
3057,Klobuky,Čeradice,50.29358,14.0149984
3057,Klobuky,Čeradice,50.2936478,14.01497
2897,Kly,Krausovna,50.3088646,14.5154448
2897,Kly,Krausovna,50.3085747,14.51522
2896,Kly,Lom,50.3142433,14.5149326
2896,Kly,Lom,50.3142433,14.51482
2895,Kly,Vinice,50.3215523,14.5060225
2895,Kly,Vinice,50.32071,14.5066071
2898,Kly,Větrušice,50.30139,14.5113163
2898,Kly,Větrušice,50.3012161,14.5109034
2122,Klášterec n.Ohří,50.3847427,13.1970673
2999,Klášterec n.Ohří,Evženie,50.3788528,13.170084
2729,Klášterec n.Ohří,Hradiště,50.42528,13.2137671
2729,Klášterec n.Ohří,Hradiště,50.4251442,13.2138433
941,Klášterec n.Ohří,Hradiště,rozc.,50.4222946,13.2127495
941,Klášterec n.Ohří,Hradiště,rozc.,50.42218,13.2127771
648,Klášterec n.Ohří,Klášterecká Jeseň,50.3884125,13.1328354
2997,Klášterec n.Ohří,Koupaliště,50.38999,13.1745167
2997,Klášterec n.Ohří,Koupaliště,50.3898277,13.174468
645,Klášterec n.Ohří,Kulturní centrum,50.3863831,13.1803017
645,Klášterec n.Ohří,Kulturní centrum,50.3861771,13.1797962
1358,Klášterec n.Ohří,Mikulovice,50.38493,13.2171822
1358,Klášterec n.Ohří,Mikulovice,50.3848572,13.2172527
1076,Klášterec n.Ohří,Mikulovice,statek,50.3821945,13.2435408
1076,Klášterec n.Ohří,Mikulovice,statek,50.38207,13.2434273
2995,Klášterec n.Ohří,Okružní,50.3933144,13.1772518
2995,Klášterec n.Ohří,Okružní,50.3930779,13.1771288
2994,Klášterec n.Ohří,Olšová,50.3908119,13.1791191
2994,Klášterec n.Ohří,Olšová,50.390667,13.1791191
640,Klášterec n.Ohří,Petlérská,50.39532,13.1819115
640,Klášterec n.Ohří,Petlérská,50.3951,13.1818085
2996,Klášterec n.Ohří,Pražská,50.3835869,13.19469
2996,Klášterec n.Ohří,Pražská,50.3841248,13.1927156
1359,Klášterec n.Ohří,Rašovice,50.3736038,13.2034626
1359,Klášterec n.Ohří,Rašovice,50.37353,13.2033939
1487,Klášterec n.Ohří,Suchý Důl,50.373848,13.2206306
1487,Klášterec n.Ohří,Suchý Důl,50.37381,13.2205658
1893,Klášterec n.Ohří,Vernéřov,50.3997841,13.2270737
1893,Klášterec n.Ohří,Vernéřov,50.39972,13.22712
641,Klášterec n.Ohří,Vernéřov,IP Verne I,50.4010773,13.2272749
641,Klášterec n.Ohří,Vernéřov,IP Verne I,50.4012451,13.22742
642,Klášterec n.Ohří,Vernéřov,IP Verne II,50.3991051,13.2180576
2469,Klášterec n.Ohří,Vernéřov,IP Verne III,50.40373,13.2313042
2469,Klášterec n.Ohří,Vernéřov,IP Verne III,50.40389,13.23212
646,Klášterec n.Ohří,Zahradní,0.0,0.0
646,Klášterec n.Ohří,Zahradní,0.0,0.0
2993,Klášterec n.Ohří,Zdrav.stř.,50.38825,13.1815662
2993,Klášterec n.Ohří,Zdrav.stř.,50.38734,13.18177
638,Klášterec n.Ohří,aut.nádr.,50.3876038,13.1926041
638,Klášterec n.Ohří,aut.nádr.,50.3874359,13.1925564
638,Klášterec n.Ohří,aut.nádr.,50.3872757,13.192503
638,Klášterec n.Ohří,aut.nádr.,50.38709,13.1924467
638,Klášterec n.Ohří,aut.nádr.,50.386898,13.1923819
638,Klášterec n.Ohří,aut.nádr.,50.38673,13.1923981
638,Klášterec n.Ohří,aut.nádr.,50.3870544,13.1925106
643,Klášterec n.Ohří,nám.,50.38475,13.169982
643,Klášterec n.Ohří,nám.,50.38442,13.1703892
644,Klášterec n.Ohří,porcelánka,50.3831139,13.199955
644,Klášterec n.Ohří,porcelánka,50.3830452,13.1992884
644,Klášterec n.Ohří,porcelánka,50.3825569,13.2001543
639,Klášterec n.Ohří,stadion,50.3910255,13.183918
639,Klášterec n.Ohří,stadion,50.39075,13.183814
2436,Klášterec n.Ohří,zámek,50.38532,13.1736088
2436,Klášterec n.Ohří,zámek,50.385437,13.173399
2998,Klášterec n.Ohří,Útočiště,50.3958931,13.1712713
647,Klášterec n.Ohří,Šumná,rozc.Šumburk,50.38451,13.1468887
647,Klášterec n.Ohří,Šumná,rozc.Šumburk,50.383316,13.1453714
2122,Klášterec n.Ohří,žel.st.,50.3854256,13.1959372
2122,Klášterec n.Ohří,žel.st.,50.38538,13.1963043
2628,Klášterec n.Ohří,žel.st.,50.3854179,13.1964426
2628,Klášterec n.Ohří,žel.st.,50.38538,13.1963043
2122,Klášterec nad Ohří,50.3847427,13.1970673
650,Klíny,Obora,50.643692,13.54166
650,Klíny,Obora,50.6433372,13.5419579
651,Klíny,ObÚ,50.635437,13.5568523
651,Klíny,ObÚ,50.63539,13.5567627
1357,Klíny,Rašov,50.6194458,13.5791674
1357,Klíny,Rašov,50.61906,13.5793009
1426,Klíny,Sedlo,50.6228065,13.5699205
1426,Klíny,Sedlo,50.62259,13.5698433
649,Klíny,host.,50.6300278,13.5603809
649,Klíny,host.,50.6300125,13.5602274
652,Klíny,rozc.Mníšek,50.63821,13.5514126
652,Klíny,rozc.Mníšek,50.63822,13.5512667
653,Klíny,Šumenské údolí,50.6623573,13.5450754
653,Klíny,Šumenské údolí,50.66238,13.544899
2125,Kmetiněves,50.3054428,14.1613159
2938,Kmetiněves,50.30871,14.1563063
2938,Kmetiněves,50.3086624,14.1564245
2939,Kmetiněves,žel.st.,50.3066254,14.1564932
2939,Kmetiněves,žel.st.,50.3066254,14.1564932
2793,Kněževes,ObÚ,50.1458244,13.6367331
2793,Kněževes,ObÚ,50.14595,13.6365795
2794,Kněževes,u mlýna,50.1445122,13.6478376
2794,Kněževes,u mlýna,50.1447525,13.6460447
2918,Kněževes,žel.zast.,50.14172,13.6448288
2918,Kněževes,žel.zast.,50.1418457,13.6449547
2903,Kojetice,Rozc.,50.23677,14.494628
2903,Kojetice,Rozc.,50.2362633,14.4945393
2904,Kojetice,Tůmovka,50.2294769,14.4946527
2904,Kojetice,Tůmovka,50.2292633,14.4945374
657,Kolešov,50.1562576,13.510788
657,Kolešov,50.15569,13.510972
2799,Kolešov,rozc.,50.1514168,13.5123615
2799,Kolešov,rozc.,50.1513824,13.5125217
2792,Kolešovice,50.1402855,13.609849
2792,Kolešovice,50.14009,13.6101465
2126,Kolín,0.0,0.0
2126,Kolín,0.0,0.0
662,Komořany,50.5264778,13.5715961
662,Komořany,50.5266533,13.5719395
662,Komořany,50.526474,13.5715971
658,Komořany,DUK,50.5219231,13.5745583
659,Komořany,KSK,50.53136,13.562252
659,Komořany,KSK,50.530632,13.5625505
660,Komořany,Obránců míru,50.534893,13.5506563
661,Komořany,tábor 7,50.5280647,13.5688992
661,Komořany,tábor 7,50.52813,13.568799
2512,Komáří vížka,50.70777,13.8552847
1242,Konětopy,50.2680779,13.7272739
1242,Konětopy,50.2680779,13.7272739
663,Korozluky,50.4773941,13.7244883
663,Korozluky,50.4770241,13.72443
1424,Korozluky,Sedlec,50.48723,13.7157822
1424,Korozluky,Sedlec,50.4868851,13.7160177
3027,Korozluky,Sedlec,obec,50.48309,13.7132187
3027,Korozluky,Sedlec,obec,50.4831429,13.7132816
3026,Korozluky,Sedlec,pivovar,50.48571,13.7165565
3026,Korozluky,Sedlec,pivovar,50.4858437,13.7164335
3028,Korozluky,obecní úřad,50.47879,13.7223911
3028,Korozluky,obecní úřad,50.47848,13.7226086
2529,Kosobody,50.1073151,13.51869
2886,Kostomlaty p. Řípem,rozc.,50.3873863,14.3371
2886,Kostomlaty p. Řípem,rozc.,50.38735,14.3369818
666,Kostomlaty p.Milešovkou,ObÚ,50.56029,13.8667374
666,Kostomlaty p.Milešovkou,ObÚ,50.56033,13.866971
2361,Kostomlaty p.Milešovkou,Pod Březinou,50.5554161,13.8996325
2361,Kostomlaty p.Milešovkou,Pod Březinou,50.5555458,13.8994608
664,Kostomlaty p.Milešovkou,garáže,50.5654869,13.8650541
664,Kostomlaty p.Milešovkou,garáže,50.5659866,13.8651543
665,Kostomlaty p.Milešovkou,nám.,50.5587273,13.8682919
665,Kostomlaty p.Milešovkou,nám.,50.5588875,13.8687544
667,Kostomlaty p.Milešovkou,škola,50.56027,13.8636618
667,Kostomlaty p.Milešovkou,škola,50.560215,13.8643579
668,Kostomlaty p.Řípem,50.383007,14.3333988
668,Kostomlaty p.Řípem,50.3833,14.3337612
2127,Kostomlaty p.Řípem (žst),50.3805771,14.33072
2127,Kostomlaty pod Řípem,50.3805771,14.33072
2130,Kotvina,50.36709,13.1557627
2130,Kotvina,50.36709,13.1557627
687,Kounov,50.2114258,13.6777687
687,Kounov,50.2114258,13.6777687
2131,Kounov,50.21606,13.6652937
2131,Kounov (žst),50.21606,13.6652937
684,Kounov,rozc.,50.2144737,13.6657925
684,Kounov,rozc.,50.2144737,13.6657925
685,Kounov,rozc.háj.,50.22092,13.6608858
685,Kounov,rozc.háj.,50.22092,13.6608858
2986,Kounov,u mostu,50.21169,13.6782408
2986,Kounov,u mostu,50.2117271,13.6784859
686,Kounov,škola,50.2135124,13.6720448
686,Kounov,škola,50.2135124,13.6720448
2132,Kovářská,50.42995,13.0342484
2132,Kovářská,50.42995,13.0342484
2133,Kovářská městys,50.4404526,13.0698957
2133,Kovářská městys,50.4404526,13.0698957
688,Kovářská,Dlouhá,50.44877,13.0581512
688,Kovářská,Dlouhá,50.44856,13.05816
689,Kovářská,ObÚ,50.4383469,13.0536489
689,Kovářská,ObÚ,50.4383049,13.0535879
690,Kovářská,rozc.Elektropřístroj,50.4348679,13.049613
690,Kovářská,rozc.Elektropřístroj,50.4347954,13.049716
691,Kozly,50.45698,13.7844048
691,Kozly,50.4570122,13.7845535
692,Kozojedy,50.25528,13.8158493
692,Kozojedy,50.2553253,13.8159161
680,Koštice,50.40409,13.941515
680,Koštice,50.40416,13.9413719
2128,Koštice n.Ohří,50.40031,13.95466
2128,Koštice nad Ohří,50.40031,13.95466
2128,Koštice nad Ohří,50.40031,13.95466
677,Koštice,Vojnice,50.422348,13.9423008
677,Koštice,Vojnice,50.42233,13.9422054
678,Koštice,Vojničky,50.4282761,13.930028
678,Koštice,Vojničky,50.42823,13.9302235
679,Koštice,samota,50.4092369,13.9394016
679,Koštice,samota,50.4091949,13.9393406
683,Koštov,50.6365166,13.9936237
683,Koštov,50.6366348,13.9938393
2129,Koštov,50.6324234,13.9890823
2129,Koštov,50.6324234,13.9890823
681,Koštov,obec,50.63159,13.9927921
681,Koštov,obec,50.63147,13.9929762
682,Koštov,osada,50.62598,13.9948139
682,Koštov,osada,50.6259842,13.994956
673,Košťany,Kamenný pahorek,50.64513,13.7668953
673,Košťany,Kamenný pahorek,50.6449051,13.7670183
673,Košťany,Kamenný pahorek,50.64403,13.7665062
673,Košťany,Kamenný pahorek,50.6440849,13.7668076
672,Košťany,Střelná,50.66524,13.7455034
672,Košťany,Střelná,50.6653023,13.7461472
671,Košťany,Střelná,Zátiší,50.6623726,13.7516556
671,Košťany,Střelná,Zátiší,50.66183,13.7517948
669,Košťany,Střelná,sídliště,50.6692734,13.7453728
670,Košťany,Střelná,u kapličky,50.66649,13.7488852
670,Košťany,Střelná,u kapličky,50.66643,13.7490168
674,Košťany,nám.,50.655735,13.7560177
674,Košťany,nám.,50.6555748,13.7559261
676,Košťany,vjezd,50.65098,13.7616587
676,Košťany,vjezd,50.6508026,13.761672
675,Košťany,škola,0.0,0.0
675,Košťany,škola,50.6550331,13.7533636
696,Krabčice,50.4053535,14.3014793
696,Krabčice,50.4053535,14.3014793
693,Krabčice,Rovné,rozc.1.0,50.4021034,14.3035774
693,Krabčice,Rovné,rozc.1.0,50.4021034,14.3035774
694,Krabčice,Rovné,váha,50.4003029,14.2983112
695,Krabčice,Vesce,rozc.1.0,50.41086,14.2884321
695,Krabčice,Vesce,rozc.1.0,50.41086,14.2884321
2726,Kralovice,49.980648,13.4855547
2723,Kralovice,Hradecko,50.0084763,13.5055609
2723,Kralovice,Hradecko,50.00858,13.5055542
2722,Kralovice,Hubenov,50.0019035,13.481988
2722,Kralovice,Hubenov,50.0023346,13.4810877
2721,Kralovice,Hubenov,rozc.,50.00844,13.4752188
2721,Kralovice,Hubenov,rozc.,50.0084839,13.4751682
2724,Kralovice,ČSAD,49.9880676,13.4910278
2724,Kralovice,ČSAD,49.9880257,13.491107
2725,Kralovice,Žatecká,49.985878,13.4888906
2725,Kralovice,Žatecká,49.98698,13.4888363
2744,Kralupy n.Vlt,Poděbradova,50.2375679,14.3072567
2744,Kralupy n.Vlt,Poděbradova,50.23764,14.30729
2817,Kralupy n.Vlt.,Lobeček,rozc.,50.2510338,14.3227282
2817,Kralupy n.Vlt.,Lobeček,rozc.,50.25083,14.3227577
2733,Kralupy n.Vlt.,Městský úřad,50.247097,14.3161058
2733,Kralupy n.Vlt.,Městský úřad,50.241394,14.3121643
2924,Kralupy n.Vlt.,Synthos,50.2553825,14.3205395
2924,Kralupy n.Vlt.,Synthos,50.2557,14.32056
2747,Kralupy n.Vlt.,hřbitov,50.233017,14.3109674
2747,Kralupy n.Vlt.,hřbitov,50.233017,14.3109674
2734,Kralupy n.Vlt.,kulturní dům,50.247097,14.3161058
2734,Kralupy n.Vlt.,kulturní dům,50.247097,14.3161058
2735,Kralupy n.Vlt.,obchodní centrum,50.25242,14.3188667
2743,Kralupy n.Vlt.,poliklinika,50.23905,14.3071585
2743,Kralupy n.Vlt.,poliklinika,50.2388268,14.3067007
2732,Kralupy n.Vlt.,žel.st.,50.23927,14.3128719
2732,Kralupy n.Vlt.,žel.st.,50.23927,14.3128719
2732,Kralupy n.Vlt.,žel.st.,50.23927,14.3128719
2135,Kralupy n.Vltavou,50.2383881,14.31355
2135,Kralupy n.Vltavou,50.2383881,14.31355
2135,Kralupy nad Vltavou,50.2383881,14.31355
2137,Kravaře v Čechách,0.0,0.0
2137,Kravaře v Čechách,0.0,0.0
2329,Krippen,50.9131241,14.1602411
2329,Krippen,50.9131241,14.1602411
2645,Kroučová,50.2068748,13.7828445
2645,Kroučová,50.2068748,13.7828445
2807,Kroučová,ObÚ,50.2094078,13.7869167
2807,Kroučová,ObÚ,50.2098122,13.78732
2646,Kroučová,křiž.,50.2064171,13.7850618
2646,Kroučová,křiž.,50.2065,13.7851591
2523,Krty,50.0901642,13.4339628
2843,Krupka,0.0,0.0
2842,Krupka město,0.0,0.0
724,Krupka,Bohosudov,Dlouhá,50.6788254,13.8772163
724,Krupka,Bohosudov,Dlouhá,50.67895,13.8770161
725,Krupka,Bohosudov,Komenského,50.68428,13.8807182
725,Krupka,Bohosudov,Komenského,50.68438,13.8802233
2957,Krupka,Bohosudov,Lindnerova,50.6741028,13.8743553
2957,Krupka,Bohosudov,Lindnerova,50.674015,13.8741407
726,Krupka,Bohosudov,MěÚ,50.6822281,13.87215
726,Krupka,Bohosudov,MěÚ,50.682106,13.8722782
727,Krupka,Bohosudov,nám.,50.6815529,13.871232
727,Krupka,Bohosudov,nám.,50.68074,13.87106
728,Krupka,Bohosudov,žel.st.,50.6713867,13.87504
728,Krupka,Bohosudov,žel.st.,50.6712341,13.8749743
730,Krupka,Fojtovice,50.7152977,13.85465
729,Krupka,Fojtovice,Komáří vížka,50.70659,13.8518076
729,Krupka,Fojtovice,Komáří vížka,50.70658,13.8518515
742,Krupka,Hornická stezka,50.6929741,13.8550806
742,Krupka,Hornická stezka,50.6928177,13.8552732
732,Krupka,Horní Krupka,50.7037621,13.8569174
732,Krupka,Horní Krupka,50.7037621,13.8569174
731,Krupka,Horní Krupka,host.,50.7023468,13.85468
731,Krupka,Horní Krupka,host.,50.7023468,13.85468
741,Krupka,Husitská,50.69108,13.8577871
741,Krupka,Husitská,0.0,0.0
733,Krupka,Maršov,škola,50.6850471,13.8844042
733,Krupka,Maršov,škola,50.68565,13.8852386
736,Krupka,Soběchleby,50.673008,13.8953257
736,Krupka,Soběchleby,50.6736526,13.8960218
735,Krupka,Soběchleby,točna,50.6730156,13.8924227
734,Krupka,Soběchleby,zahr.kolonie,50.6748123,13.8972454
734,Krupka,Soběchleby,zahr.kolonie,50.674942,13.8973732
752,Krupka,U plovárny,50.68115,13.8655481
752,Krupka,U plovárny,50.6811562,13.86516
737,Krupka,Unčín,U Lípy,50.686573,13.8968534
737,Krupka,Unčín,U Lípy,50.6866875,13.8968849
738,Krupka,Unčín,U parku,50.6855164,13.8925476
738,Krupka,Unčín,U parku,50.68584,13.8909578
739,Krupka,Vrchoslav,Hor.nám.,50.68152,13.8531246
739,Krupka,Vrchoslav,Hor.nám.,50.68156,13.8525858
740,Krupka,Vrchoslav,točna,50.68245,13.8403
2950,Krupka,ke Kateřině,50.66445,13.87959
2950,Krupka,ke Kateřině,50.6644478,13.8797245
744,Krupka,muzeum,50.68691,13.855423
744,Krupka,muzeum,50.6864433,13.855401
745,Krupka,prům.zóna I,50.6640053,13.8719225
745,Krupka,prům.zóna I,50.664238,13.8715115
746,Krupka,prům.zóna II,50.6678,13.8812037
746,Krupka,prům.zóna II,50.66774,13.8816185
747,Krupka,prům.zóna III,50.6605949,13.879961
747,Krupka,prům.zóna III,50.6605949,13.879961
748,Krupka,rozc.,50.6659927,13.8814735
748,Krupka,rozc.,50.66524,13.8792439
748,Krupka,rozc.,50.66447,13.8795624
748,Krupka,rozc.,50.6645,13.8796844
750,Krupka,stadion,50.6770477,13.8690729
750,Krupka,stadion,50.6769943,13.8687706
749,Krupka,sídliště,50.67955,13.8664379
749,Krupka,sídliště,50.6795235,13.8664484
749,Krupka,sídliště,50.6795235,13.8664484
753,Krupka,zahr.kolonie,50.6924934,13.8519716
753,Krupka,zahr.kolonie,50.6923828,13.852026
751,Krupka,škola,50.682373,13.8583345
751,Krupka,škola,50.68233,13.8582
743,Krupka,štola Starý Martin,50.6971626,13.8466549
743,Krupka,štola Starý Martin,50.6970749,13.8468895
728,Krupka-Bohosudov,50.67228,13.8788109
728,Krupka-Bohosudov,50.67228,13.8788109
2510,Krupka-Bohosudov nádraží,50.6723557,13.8787785
2138,Krupá,50.1697121,13.7229042
2138,Krupá,50.1697121,13.7229042
2928,Krupá,50.17454,13.73155
2928,Krupá,50.17469,13.7314825
2650,Krupá,Šustna,50.1731644,13.7400656
2650,Krupá,Šustna,50.1730156,13.7402678
2650,Krupá,Šustna,50.1711464,13.7406054
2650,Krupá,Šustna,50.1711426,13.7408609
2650,Krupá,Šustna,50.1718063,13.7387962
2650,Krupá,Šustna,0.0,0.0
2649,Krušovice,50.1747131,13.7731733
2649,Krušovice,50.1750069,13.7733316
760,Kryry,50.1689644,13.4223566
761,Kryry,50.1726646,13.4229059
761,Kryry,50.17274,13.42303
760,Kryry (žst),50.1689644,13.4223566
754,Kryry,Běsno,50.1796646,13.5103531
755,Kryry,Stebno,50.1164932,13.4174643
757,Kryry,Strojetice,50.1741829,13.479353
757,Kryry,Strojetice,50.17428,13.4794436
756,Kryry,Strojetice,křiž.,50.17317,13.4814405
756,Kryry,Strojetice,křiž.,50.173233,13.4814358
758,Kryry,nám.,50.17436,13.426755
758,Kryry,nám.,50.174427,13.42664
759,Kryry,sklárna,50.1717453,13.4185781
759,Kryry,sklárna,50.17164,13.4175692
760,Kryry,Železniční,50.1688957,13.4248152
760,Kryry,Železniční,50.1688957,13.4248152
2139,Kryštofovo Údolí,0.0,0.0
2139,Kryštofovo Údolí,0.0,0.0
764,Kryštofovy Hamry,50.5000572,13.1364021
762,Kryštofovy Hamry,přehrada,50.4882,13.12802
762,Kryštofovy Hamry,přehrada,50.4882469,13.1279516
763,Kryštofovy Hamry,rozc.3.0,50.4857941,13.107502
763,Kryštofovy Hamry,rozc.3.0,50.48596,13.1074858
2865,Královice,50.26206,14.0568686
2865,Královice,50.2621346,14.0568733
2134,Královice u Zlonic,0.0,0.0
2134,Královice u Zlonic,0.0,0.0
3066,Královice,dvůr,50.26431,14.0578079
3068,Královice,rozc.,50.2594261,14.0719595
3068,Královice,rozc.,50.2594833,14.07211
2136,Krásná Lípa,50.91903,14.5119743
2136,Krásná Lípa,50.91903,14.5119743
710,Krásná Lípa město,50.9072723,14.5120916
710,Krásná Lípa město,50.9072723,14.5120916
697,Krásná Lípa,Krásný Buk,50.91994,14.4910307
697,Krásná Lípa,Krásný Buk,50.9200058,14.4911461
701,Krásná Lípa,Kyjov,50.9158974,14.4778118
701,Krásná Lípa,Kyjov,50.91586,14.4775763
700,Krásná Lípa,Kyjov,Dlouhý Důl,50.9174919,14.4677353
700,Krásná Lípa,Kyjov,Dlouhý Důl,50.91754,14.467782
698,Krásná Lípa,Kyjov,Kyjovské údolí,50.91434,14.4627781
698,Krásná Lípa,Kyjov,Kyjovské údolí,50.91425,14.4627409
699,Krásná Lípa,Kyjov,přehrada,50.9087524,14.4622526
699,Krásná Lípa,Kyjov,přehrada,50.9087,14.462163
709,Krásná Lípa,Kyjovská,50.916954,14.4958239
709,Krásná Lípa,Kyjovská,50.91699,14.4958887
711,Krásná Lípa,Pražská,50.901516,14.51174
711,Krásná Lípa,Pražská,50.9015236,14.511838
702,Krásná Lípa,Sněžná,50.92527,14.4839087
702,Krásná Lípa,Sněžná,50.92534,14.4839649
713,Krásná Lípa,Tyršova,50.9193764,14.5180349
713,Krásná Lípa,Tyršova,50.9192848,14.5180111
707,Krásná Lípa,Varnsdorfská,50.9157028,14.5236053
707,Krásná Lípa,Varnsdorfská,50.9157677,14.523634
704,Krásná Lípa,Vlčí Hora,50.93196,14.4642563
704,Krásná Lípa,Vlčí Hora,50.93201,14.4642744
703,Krásná Lípa,Vlčí Hora,Žebrácká kaple,50.93195,14.4744949
703,Krásná Lípa,Vlčí Hora,Žebrácká kaple,50.9319534,14.474308
706,Krásná Lípa,Zahrady,50.9372177,14.4833765
706,Krásná Lípa,Zahrady,50.93729,14.4835043
705,Krásná Lípa,Zahrady,rozc.,50.9333267,14.4820356
705,Krásná Lípa,Zahrady,rozc.,50.9333,14.4821568
705,Krásná Lípa,Zahrady,rozc.,50.9331169,14.4819231
705,Krásná Lípa,Zahrady,rozc.,50.93318,14.48181
712,Krásná Lípa,háj.,50.9111252,14.5312624
712,Krásná Lípa,háj.,50.91115,14.5313292
715,Krásná Lípa,nádraží,50.9155273,14.5132675
715,Krásná Lípa,nádraží,50.9157524,14.51365
708,Krásná Lípa,nám.,50.9131775,14.5069294
714,Krásná Lípa,u samoobsluhy,50.9139366,14.516078
714,Krásná Lípa,u samoobsluhy,50.9140244,14.5161457
710,Krásná Lípa,žel.zast.město,50.9070129,14.51153
710,Krásná Lípa,žel.zast.město,50.9066,14.5118046
723,Krásný Dvůr,50.25377,13.3675909
723,Krásný Dvůr,50.2538,13.367383
2424,Krásný Dvůr,50.2557373,13.3683023
2424,Krásný Dvůr (žst),50.2557373,13.3683023
716,Krásný Dvůr,Brody,rozc.,50.2494,13.3418045
716,Krásný Dvůr,Brody,rozc.,50.24942,13.341629
717,Krásný Dvůr,Chotěbudice,50.268116,13.3417959
717,Krásný Dvůr,Chotěbudice,50.26785,13.3411932
718,Krásný Dvůr,Chrášťany,50.2576675,13.3587551
718,Krásný Dvůr,Chrášťany,50.25758,13.35865
